host_time_iso,host_t_ms,t_ms_device,x,y,z,stat1,stat2
2026-03-27 21:28:43.546,1774646923546.300,3052187,32752,32304,-18041,1,1
2026-03-27 21:28:43.546,1774646923546.400,3052197,32752,32304,-18042,1,1
2026-03-27 21:28:43.575,1774646923575.000,3052205,32752,32305,-18044,1,1
2026-03-27 21:28:43.575,1774646923575.800,3052215,32752,32306,-18041,1,1
2026-03-27 21:28:43.575,1774646923575.900,3052225,32752,32308,-18044,1,1
2026-03-27 21:28:43.605,1774646923605.000,3052235,32752,32303,-18041,1,1
2026-03-27 21:28:43.605,1774646923605.800,3052243,32752,32307,-18041,1,1
2026-03-27 21:28:43.605,1774646923605.900,3052253,32752,32307,-18042,1,1
2026-03-27 21:28:43.635,1774646923635.700,3052263,32752,32307,-18050,1,1
2026-03-27 21:28:43.636,1774646923636.400,3052273,32752,32308,-18041,1,1
2026-03-27 21:28:43.636,1774646923636.900,3052283,32752,32305,-18044,1,1
2026-03-27 21:28:43.665,1774646923665.600,3052291,32752,32306,-18043,1,1
2026-03-27 21:28:43.666,1774646923666.900,3052301,32752,32304,-18045,1,1
2026-03-27 21:28:43.666,1774646923666.900,3052311,32752,32308,-18044,1,1
2026-03-27 21:28:43.694,1774646923694.600,3052320,32752,32308,-18038,1,1
2026-03-27 21:28:43.695,1774646923695.500,3052330,32752,32307,-18039,1,1
2026-03-27 21:28:43.695,1774646923695.600,3052340,32752,32310,-18038,1,1
2026-03-27 21:28:43.725,1774646923725.800,3052348,32752,32310,-18037,1,1
2026-03-27 21:28:43.726,1774646923726.900,3052358,32752,32304,-18046,1,1
2026-03-27 21:28:43.727,1774646923727.000,3052368,32752,32309,-18043,1,1
2026-03-27 21:28:43.755,1774646923755.700,3052378,32752,32305,-18042,1,1
2026-03-27 21:28:43.756,1774646923756.800,3052387,32752,32306,-18040,1,1
2026-03-27 21:28:43.756,1774646923756.900,3052396,32752,32305,-18043,1,1
2026-03-27 21:28:43.757,1774646923757.000,3052407,32752,32313,-18039,1,1
2026-03-27 21:28:43.785,1774646923785.300,3052415,32752,32309,-18040,1,1
2026-03-27 21:28:43.786,1774646923786.500,3052425,32752,32305,-18048,1,1
2026-03-27 21:28:43.786,1774646923786.600,3052435,32752,32307,-18046,1,1
2026-03-27 21:28:43.815,1774646923815.000,3052445,32752,32309,-18045,1,1
2026-03-27 21:28:43.815,1774646923815.600,3052455,32752,32308,-18044,1,1
2026-03-27 21:28:43.815,1774646923815.700,3052463,32752,32312,-18040,1,1
2026-03-27 21:28:43.844,1774646923844.900,3052473,32752,32308,-18040,1,1
2026-03-27 21:28:43.845,1774646923845.700,3052483,32752,32306,-18048,1,1
2026-03-27 21:28:43.845,1774646923845.800,3052493,32752,32306,-18046,1,1
2026-03-27 21:28:43.874,1774646923874.800,3052501,32752,32303,-18048,1,1
2026-03-27 21:28:43.875,1774646923875.800,3052511,32752,32315,-18039,1,1
2026-03-27 21:28:43.875,1774646923875.800,3052521,32752,32309,-18041,1,1
2026-03-27 21:28:43.905,1774646923905.700,3052530,32752,32309,-18040,1,1
2026-03-27 21:28:43.906,1774646923906.900,3052540,32752,32306,-18042,1,1
2026-03-27 21:28:43.906,1774646923906.900,3052550,32752,32310,-18043,1,1
2026-03-27 21:28:43.935,1774646923935.300,3052560,32752,32306,-18044,1,1
2026-03-27 21:28:43.936,1774646923936.100,3052568,32752,32308,-18049,1,1
2026-03-27 21:28:43.936,1774646923936.100,3052578,32752,32303,-18042,1,1
2026-03-27 21:28:43.965,1774646923965.300,3052588,32752,32304,-18042,1,1
2026-03-27 21:28:43.966,1774646923966.400,3052597,32752,32305,-18039,1,1
2026-03-27 21:28:43.966,1774646923966.400,3052607,32752,32300,-18042,1,1
2026-03-27 21:28:43.966,1774646923966.500,3052617,32752,32303,-18043,1,1
2026-03-27 21:28:43.995,1774646923995.600,3052627,32752,32309,-18046,1,1
2026-03-27 21:28:43.996,1774646923996.600,3052635,32752,32307,-18043,1,1
2026-03-27 21:28:43.996,1774646923996.700,3052645,32752,32310,-18034,1,1
2026-03-27 21:28:44.028,1774646924028.100,3052655,32752,32309,-18045,1,1
2026-03-27 21:28:44.028,1774646924028.600,3052664,32752,32307,-18032,1,1
2026-03-27 21:28:44.028,1774646924028.700,3052673,32752,32311,-18046,1,1
2026-03-27 21:28:44.056,1774646924056.200,3052683,32752,32305,-18035,1,1
2026-03-27 21:28:44.056,1774646924056.300,3052693,32752,32308,-18046,1,1
2026-03-27 21:28:44.056,1774646924056.400,3052703,32752,32307,-18041,1,1
2026-03-27 21:28:44.084,1774646924084.700,3052712,32752,32307,-18042,1,1
2026-03-27 21:28:44.085,1774646924085.800,3052721,32752,32309,-18045,1,1
2026-03-27 21:28:44.085,1774646924085.800,3052731,32752,32307,-18044,1,1
2026-03-27 21:28:44.114,1774646924114.800,3052740,32752,32308,-18041,1,1
2026-03-27 21:28:44.115,1774646924115.900,3052750,32752,32307,-18043,1,1
2026-03-27 21:28:44.115,1774646924115.900,3052760,32752,32302,-18045,1,1
2026-03-27 21:28:44.144,1774646924144.900,3052770,32752,32309,-18038,1,1
2026-03-27 21:28:44.145,1774646924145.800,3052778,32752,32311,-18039,1,1
2026-03-27 21:28:44.145,1774646924145.800,3052788,32752,32309,-18041,1,1
2026-03-27 21:28:44.174,1774646924174.800,3052798,32752,32307,-18044,1,1
2026-03-27 21:28:44.176,1774646924176.100,3052807,32752,32305,-18041,1,1
2026-03-27 21:28:44.176,1774646924176.100,3052817,32752,32308,-18041,1,1
2026-03-27 21:28:44.176,1774646924176.200,3052827,32752,32311,-18040,1,1
2026-03-27 21:28:44.235,1774646924235.700,3052837,32752,32308,-18036,1,1
2026-03-27 21:28:44.235,1774646924235.900,3052845,32752,32309,-18041,1,1
2026-03-27 21:28:44.237,1774646924237.200,3052855,32752,32305,-18041,1,1
2026-03-27 21:28:44.266,1774646924266.500,3052865,32752,32309,-18042,1,1
2026-03-27 21:28:44.266,1774646924266.700,3052875,32752,32305,-18044,1,1
2026-03-27 21:28:44.266,1774646924266.700,3052885,32752,32307,-18048,1,1
2026-03-27 21:28:44.266,1774646924266.800,3052893,32752,32312,-18046,1,1
2026-03-27 21:28:44.266,1774646924266.800,3052903,32752,32310,-18046,1,1
2026-03-27 21:28:44.267,1774646924267.500,3052913,32752,32308,-18038,1,1
2026-03-27 21:28:44.296,1774646924296.100,3052922,32752,32308,-18046,1,1
2026-03-27 21:28:44.296,1774646924296.300,3052932,32752,32308,-18047,1,1
2026-03-27 21:28:44.296,1774646924296.300,3052942,32752,32313,-18052,1,1
2026-03-27 21:28:44.325,1774646924325.300,3052950,32752,32309,-18042,1,1
2026-03-27 21:28:44.326,1774646924326.600,3052960,32752,32304,-18042,1,1
2026-03-27 21:28:44.326,1774646924326.600,3052970,32752,32309,-18035,1,1
2026-03-27 21:28:44.354,1774646924354.500,3052980,32752,32306,-18042,1,1
2026-03-27 21:28:44.355,1774646924355.600,3052988,32752,32301,-18045,1,1
2026-03-27 21:28:44.355,1774646924355.700,3052998,32752,32307,-18046,1,1
2026-03-27 21:28:44.385,1774646924385.000,3053008,32752,32308,-18039,1,1
2026-03-27 21:28:44.386,1774646924386.500,3053018,32752,32306,-18044,1,1
2026-03-27 21:28:44.386,1774646924386.600,3053027,32752,32306,-18045,1,1
2026-03-27 21:28:44.387,1774646924387.700,3053037,32752,32306,-18046,1,1
2026-03-27 21:28:44.416,1774646924416.200,3053047,32752,32306,-18041,1,1
2026-03-27 21:28:44.416,1774646924416.500,3053055,32752,32309,-18041,1,1
2026-03-27 21:28:44.416,1774646924416.500,3053065,32752,32311,-18043,1,1
2026-03-27 21:28:44.445,1774646924445.000,3053075,32752,32310,-18033,1,1
2026-03-27 21:28:44.445,1774646924445.900,3053085,32752,32304,-18046,1,1
2026-03-27 21:28:44.445,1774646924445.900,3053093,32752,32305,-18047,1,1
2026-03-27 21:28:44.474,1774646924474.800,3053103,32752,32312,-18042,1,1
2026-03-27 21:28:44.476,1774646924476.100,3053113,32752,32308,-18043,1,1
2026-03-27 21:28:44.476,1774646924476.200,3053123,32752,32310,-18047,1,1
2026-03-27 21:28:44.505,1774646924505.100,3053132,32752,32310,-18045,1,1
2026-03-27 21:28:44.505,1774646924505.800,3053141,32752,32304,-18043,1,1
2026-03-27 21:28:44.505,1774646924505.800,3053151,32752,32309,-18042,1,1
2026-03-27 21:28:44.536,1774646924536.600,3053162,32752,32308,-18040,1,1
2026-03-27 21:28:44.536,1774646924536.800,3053170,32752,32305,-18041,1,1
2026-03-27 21:28:44.536,1774646924536.800,3053180,32752,32308,-18047,1,1
2026-03-27 21:28:44.565,1774646924565.600,3053190,32752,32303,-18043,1,1
2026-03-27 21:28:44.566,1774646924566.200,3053200,32752,32311,-18037,1,1
2026-03-27 21:28:44.566,1774646924566.300,3053208,32752,32311,-18041,1,1
2026-03-27 21:28:44.598,1774646924598.000,3053218,32752,32307,-18043,1,1
2026-03-27 21:28:44.598,1774646924598.200,3053228,32752,32307,-18037,1,1
2026-03-27 21:28:44.598,1774646924598.200,3053237,32752,32305,-18047,1,1
2026-03-27 21:28:44.598,1774646924598.300,3053247,32752,32314,-18044,1,1
2026-03-27 21:28:44.628,1774646924628.000,3053257,32752,32312,-18043,1,1
2026-03-27 21:28:44.628,1774646924628.200,3053265,32752,32311,-18044,1,1
2026-03-27 21:28:44.628,1774646924628.200,3053275,32752,32305,-18049,1,1
2026-03-27 21:28:44.656,1774646924656.100,3053285,32752,32309,-18043,1,1
2026-03-27 21:28:44.656,1774646924656.300,3053295,32752,32307,-18040,1,1
2026-03-27 21:28:44.656,1774646924656.300,3053305,32752,32308,-18042,1,1
2026-03-27 21:28:44.685,1774646924685.000,3053313,32752,32308,-18044,1,1
2026-03-27 21:28:44.685,1774646924685.800,3053323,32752,32310,-18041,1,1
2026-03-27 21:28:44.685,1774646924685.900,3053333,32752,32308,-18035,1,1
2026-03-27 21:28:44.714,1774646924714.900,3053342,32752,32309,-18044,1,1
2026-03-27 21:28:44.715,1774646924715.800,3053351,32752,32305,-18046,1,1
2026-03-27 21:28:44.715,1774646924715.800,3053361,32752,32308,-18040,1,1
2026-03-27 21:28:44.744,1774646924744.900,3053372,32752,32306,-18040,1,1
2026-03-27 21:28:44.745,1774646924745.800,3053380,32752,32307,-18042,1,1
2026-03-27 21:28:44.745,1774646924745.800,3053390,32752,32305,-18041,1,1
2026-03-27 21:28:44.775,1774646924775.000,3053400,32752,32309,-18043,1,1
2026-03-27 21:28:44.775,1774646924775.800,3053410,32752,32306,-18038,1,1
2026-03-27 21:28:44.775,1774646924775.900,3053418,32752,32307,-18043,1,1
2026-03-27 21:28:44.805,1774646924805.000,3053428,32752,32305,-18042,1,1
2026-03-27 21:28:44.806,1774646924806.100,3053438,32752,32310,-18039,1,1
2026-03-27 21:28:44.806,1774646924806.100,3053447,32752,32307,-18044,1,1
2026-03-27 21:28:44.806,1774646924806.100,3053457,32752,32306,-18047,1,1
2026-03-27 21:28:44.835,1774646924835.700,3053467,32752,32308,-18041,1,1
2026-03-27 21:28:44.835,1774646924835.800,3053477,32752,32311,-18042,1,1
2026-03-27 21:28:44.836,1774646924836.900,3053485,32752,32306,-18042,1,1
2026-03-27 21:28:44.865,1774646924865.000,3053495,32752,32309,-18047,1,1
2026-03-27 21:28:44.865,1774646924865.800,3053505,32752,32309,-18047,1,1
2026-03-27 21:28:44.865,1774646924865.900,3053515,32752,32307,-18042,1,1
2026-03-27 21:28:44.896,1774646924896.200,3053523,32752,32303,-18040,1,1
2026-03-27 21:28:44.896,1774646924896.400,3053533,32752,32308,-18051,1,1
2026-03-27 21:28:44.896,1774646924896.500,3053543,32752,32305,-18047,1,1
2026-03-27 21:28:44.925,1774646924925.300,3053553,32752,32305,-18041,1,1
2026-03-27 21:28:44.926,1774646924926.300,3053561,32752,32307,-18042,1,1
2026-03-27 21:28:44.926,1774646924926.300,3053571,32752,32308,-18043,1,1
2026-03-27 21:28:44.955,1774646924955.000,3053582,32752,32308,-18041,1,1
2026-03-27 21:28:44.955,1774646924955.800,3053590,32752,32309,-18040,1,1
2026-03-27 21:28:44.955,1774646924955.900,3053600,32752,32302,-18041,1,1
2026-03-27 21:28:44.984,1774646924984.900,3053610,32752,32305,-18039,1,1
2026-03-27 21:28:44.985,1774646924985.800,3053620,32752,32314,-18042,1,1
2026-03-27 21:28:44.985,1774646924985.900,3053628,32752,32308,-18042,1,1
2026-03-27 21:28:45.015,1774646925015.200,3053638,32752,32303,-18041,1,1
2026-03-27 21:28:45.016,1774646925016.000,3053648,32752,32308,-18044,1,1
